original ID,Individual recoded,Trial,Box,Box recoded,Family (old),Family NEW,Donor (D) / Receptor (R),Weight start (g),Weight  end or death (g),Description of symptoms,Day of first symptoms,Day of death,parasites,Donor (D) / Receptor (R),Donor fam,Family combinations,Original sire ID,Sire_rec,Original sire ID,Dam_rec,Sex,Genotype,Weight start (g),Weight category,Description of symptoms,Ascite,Belly up,Color change,Haemorragia,Depigmentation,Erratic swimming,Wound,Day start to end (resilience),Days onset symptoms (susceptibility),Days onset to death (tolerance) ,Removed (yes/no),"Resilience (0 dead/UC, 1 survive/C)","Resistance (0 dead/UC, 1 survive/C)","Tolerance (0 dead/UC, 1 survive/C)"
1172,1072,2,7,43,53,53,R,84,82.3,color change,2015-05-09,2015-05-17,yes,R,31,16,FB-Y-100,34,FB-X-279,12,Female,Yes,84,8,color change,,,x,,,,,121,113,8,no,0,0,0
1173,1073,2,7,43,53,53,R,65.5,160.5,NA,NA,2015-06-25,slaughtered,R,31,16,FB-Y-100,34,FB-X-279,12,NA,Yes,65.5,6,NA,,,,,,,,160,160,NA,no,1,1,no
1174,1074,2,7,43,53,53,R,81.5,88.3,color change,2015-05-08,2015-05-10,yes,R,31,16,FB-Y-100,34,FB-X-279,12,Male,Yes,81.5,7,color change,,,x,,,,,114,112,2,no,0,0,0
1175,1075,2,7,43,53,53,R,64.5,75.4,color change,2015-05-21,2015-06-01,yes,R,31,16,FB-Y-100,34,FB-X-279,12,NA,Yes,64.5,6,color change,,,x,,,,,136,125,11,no,0,0,0
1176,1076,2,8,44,31,31,D,94.1,170,NA,NA,2015-06-25,slaughtered,D,D,17,FB-Y-75,20,FB-X-234,29,NA,Yes,94.1,8,NA,,,,,,,,160,160,NA,no,1,no,no
1177,1077,2,8,44,31,31,D,112.1,109.1,NA,NA,2015-02-07,yes,D,D,17,FB-Y-75,20,FB-X-234,29,NA,Yes,112.1,9,NA,,,,,,,,22,NA,NA,no,1,no,no
1178,1078,2,8,44,31,31,D,70.1,65.3,color change,2015-02-01,2015-02-08,yes,D,D,17,FB-Y-75,20,FB-X-234,29,NA,Yes,70.1,7,color change,,,x,,,,,23,16,7,no,1,0,0
1179,1079,2,8,44,31,31,D,82.1,75.3,color change,2015-02-03,2015-02-12,yes,D,D,17,FB-Y-75,20,FB-X-234,29,NA,Yes,82.1,8,color change,,,x,,,,,27,18,9,no,1,0,0
1180,1080,2,8,44,31,31,D,81.7,72.8,NA,NA,2015-06-25,slaughtered,D,D,17,FB-Y-75,20,FB-X-234,29,NA,Yes,81.7,7,NA,,,,,,,,160,160,NA,no,1,no,no
1181,1081,2,8,44,58,58,R,128.8,202.5,NA,NA,2015-06-25,slaughtered,R,31,17,FB-Y-58,33,FB-X-279,12,Female,Yes,128.8,10,NA,,,,,,,,160,160,NA,yes (surv),no,no,no
1182,1082,2,8,44,58,58,R,60,57.6,color change,2015-04-17,2015-05-10,yes,R,31,17,FB-Y-58,33,FB-X-279,12,Male,Yes,60,6,color change,,,x,,,,,114,91,23,no,0,0,0
1183,1083,2,8,44,58,58,R,90,99.7,color change,2015-04-22,2015-05-12,yes,R,31,17,FB-Y-58,33,FB-X-279,12,Male,Yes,90,8,color change,,,x,,,,,116,96,20,no,0,0,0
1184,1084,2,8,44,58,58,R,107.4,196,NA,NA,2015-06-25,slaughtered,R,31,17,FB-Y-58,33,FB-X-279,12,Female,Yes,107.4,9,NA,,,,,,,,160,160,NA,no,1,1,no
1185,1085,2,8,44,58,58,R,78.3,98.8,exophthalmia,2015-05-13,2015-05-13,yes,R,31,17,FB-Y-58,33,FB-X-279,12,Male,Yes,78.3,7,exophthalmia,,,,,,x,,117,117,0,no,0,0,0
1186,1086,2,8,44,52,52,R,69.6,65.1,exopthalmia,2015-05-05,2015-05-16,yes,R,31,17,FB-Y-112,28,FB-X-189,20,Male,Yes,69.6,7,exopthalmia,,,,,,x,,120,109,11,no,0,0,0
1187,1087,2,8,44,52,52,R,113.9,154.7,NA,NA,2015-06-25,slaughtered,R,31,17,FB-Y-112,28,FB-X-189,20,Male,Yes,113.9,10,NA,,,,,,,,160,160,NA,no,1,1,no
1188,1088,2,8,44,52,52,R,122.7,115.2,color change,2015-05-11,2015-05-16,yes,R,31,17,FB-Y-112,28,FB-X-189,20,Male,Yes,122.7,10,color change,,,x,,,,,120,115,5,no,0,0,0
1189,1089,2,8,44,52,52,R,66.6,71.7,color change,2015-05-09,2015-05-10,yes,R,31,17,FB-Y-112,28,FB-X-189,20,Male,Yes,66.6,7,color change,,,x,,,,,114,113,1,no,0,0,0
1190,1090,2,8,44,52,52,R,55.3,48.7,color change,2015-05-07,2015-05-15,yes,R,31,17,FB-Y-112,28,FB-X-189,20,NA,Yes,55.3,6,color change,,,x,,,,,119,111,8,no,0,0,0
1191,1091,2,8,44,63,71,R,99.6,162.9,NA,NA,2015-06-25,slaughtered,R,31,17,FB-Y-88,23,FB-X-279,12,Male,Yes,99.6,9,NA,,,,,,,,160,160,NA,no,1,1,no
1192,1092,2,8,44,63,63,R,71.7,126.8,NA,NA,2015-06-25,slaughtered,R,31,17,FB-Y-143,36,FB-X-282,22,Male,Yes,71.7,7,NA,,,,,,,,160,160,NA,no,1,1,no
1193,1093,2,8,44,63,63,R,115,177.5,NA,NA,2015-06-25,slaughtered,R,31,17,FB-Y-143,36,FB-X-282,22,Male,Yes,115,10,NA,,,,,,,,160,160,NA,no,1,1,no
1194,1094,2,8,44,63,63,R,110.3,124.1,color change,2015-05-07,2015-05-10,yes,R,31,17,FB-Y-143,36,FB-X-282,22,Female,Yes,110.3,9,color change,,,x,,,,,114,111,3,no,0,0,0
1195,1095,2,8,44,63,63,R,97,110.7,color change,2015-05-17,2015-05-18,yes,R,31,17,FB-Y-143,36,FB-X-282,22,Male,Yes,97,8,color change,,,x,,,,,122,121,1,no,0,0,0
1196,1096,2,8,44,38,38,R,85.5,168.6,NA,NA,2015-06-25,slaughtered,R,31,17,FB-Y-64,17,FB-X-178,24,Male,Yes,85.5,8,NA,,,,,,,,160,160,NA,no,1,1,no
1197,1097,2,8,44,38,38,R,84,95.7,exopthalmia,2015-04-13,2015-05-11,yes,R,31,17,FB-Y-64,17,FB-X-178,24,Male,Yes,84,8,exopthalmia,,,,,,x,,115,87,28,no,0,0,0
1198,1098,2,8,44,38,38,R,127.2,138.7,exopthalmia,2015-05-04,2015-05-11,yes,R,31,17,FB-Y-64,17,FB-X-178,24,Female,Yes,127.2,10,exopthalmia,,,,,,x,,115,108,7,no,0,0,0
1199,1099,2,8,44,38,38,R,97.5,186.6,NA,NA,2015-06-25,slaughtered,R,31,17,FB-Y-64,17,FB-X-178,24,Male,Yes,97.5,9,NA,,,,,,,,160,160,NA,no,1,1,no
1200,1100,2,8,44,38,38,R,79.1,172.3,NA,NA,2015-06-25,slaughtered,R,31,17,FB-Y-64,17,FB-X-178,24,Male,Yes,79.1,7,NA,,,,,,,,160,160,NA,no,1,1,no
1201,1101,2,9,45,31,31,D,80,78.1,NA,NA,2015-06-25,slaughtered,D,D,18,FB-Y-75,20,FB-X-234,29,NA,Yes,80,7,NA,,,,,,,,160,160,NA,no,1,no,no
1202,1102,2,9,45,31,31,D,80.4,76.6,exopthalmia,2015-03-07,2015-03-23,yes,D,D,18,FB-Y-75,20,FB-X-234,29,NA,Yes,80.4,7,exopthalmia,,,,,,x,,66,50,16,no,1,0,0
1203,1103,2,9,45,31,31,D,71.5,68.2,exopthalmia,2015-01-24,2015-02-11,yes,D,D,18,FB-Y-75,20,FB-X-234,29,NA,Yes,71.5,7,exopthalmia,,,,,,x,,26,8,18,no,1,0,0
1204,1104,2,9,45,31,31,D,149.5,196.4,NA,NA,2015-06-25,slaughtered,D,D,18,FB-Y-75,20,FB-X-234,29,NA,Yes,149.5,10,NA,,,,,,,,160,160,NA,no,1,no,no
1205,1105,2,9,45,31,31,D,125.3,150.2,NA,NA,2015-06-25,slaughtered,D,D,18,FB-Y-75,20,FB-X-234,29,NA,Yes,125.3,10,NA,,,,,,,,160,160,NA,no,1,no,no
1206,1106,2,9,45,52,52,R,96.4,125.1,NA,NA,2015-06-25,slaughtered,R,31,18,FB-Y-112,28,FB-X-189,20,NA,Yes,96.4,8,NA,,,,,,,,160,160,NA,no,1,1,no
1207,1107,2,9,45,52,52,R,94.1,106.2,color change,2015-05-06,2015-05-16,yes,R,31,18,FB-Y-112,28,FB-X-189,20,Female,Yes,94.1,8,color change,,,x,,,,,120,110,10,no,0,0,0
1208,1108,2,9,45,52,52,R,103.4,115.7,Erratic swimming,2015-05-13,2015-05-13,yes,R,31,18,FB-Y-112,28,FB-X-189,20,Female,Yes,103.4,9,Erratic swimming,,,,,,x,,117,117,0,no,0,0,0
1209,1109,2,9,45,52,,R,62.5,70.9,exopthalmia,2015-05-07,2015-05-30,yes,R,31,18,FB-Y-,,FB-X-,,Female,Yes,62.5,6,exopthalmia,,,,,,x,,134,111,23,yes (surv),no,no,no
1210,1110,2,9,45,52,52,R,144.6,120.1,exopthalmia,2015-04-12,2015-05-10,yes,R,31,18,FB-Y-112,28,FB-X-189,20,Male,Yes,144.6,10,exopthalmia,,,,,,x,,114,86,28,no,0,0,0
1211,1111,2,9,45,36,36,R,134.8,140.1,color change,2015-05-09,2015-05-22,yes,R,31,18,FB-Y-35,15,FB-X-279,12,Male,Yes,134.8,10,color change,,,x,,,,,126,113,13,no,0,0,0
1212,1112,2,9,45,36,36,R,119.2,115.3,exopthalmia,2015-04-17,2015-05-17,yes,R,31,18,FB-Y-35,15,FB-X-279,12,Male,Yes,119.2,10,exopthalmia,,,,,,x,,121,91,30,no,0,0,0
1213,1113,2,9,45,36,36,R,113.7,131.6,exopthalmia,2015-05-31,2015-06-08,yes,R,31,18,FB-Y-35,15,FB-X-279,12,Male,Yes,113.7,10,exopthalmia,,,,,,x,,143,135,8,no,0,0,0
1214,1114,2,9,45,36,36,R,122.1,119.3,color change,2015-05-13,2015-05-20,yes,R,31,18,FB-Y-35,15,FB-X-279,12,NA,No,122.1,10,color change,,,x,,,,,124,117,7,no,0,0,0
1215,1115,2,9,45,36,36,R,105.5,121.5,color change,2015-05-12,2015-05-14,yes,R,31,18,FB-Y-35,15,FB-X-279,12,Female,Yes,105.5,9,color change,,,x,,,,,118,116,2,no,0,0,0
1216,1116,2,9,45,54,54,R,56.2,95.2,color change,2015-06-03,2015-06-10,yes,R,31,18,FB-Y-92,25,FB-X-7,17,Female,Yes,56.2,6,color change,,,x,,,,,145,138,7,no,0,0,0
1217,1117,2,9,45,54,54,R,63.9,73.6,color change,2015-04-27,2015-05-10,yes,R,31,18,FB-Y-92,25,FB-X-7,17,NA,Yes,63.9,6,color change,,,x,,,,,114,101,13,no,0,0,0
1218,1118,2,9,45,54,54,R,74.1,154.7,NA,NA,2015-06-25,slaughtered,R,31,18,FB-Y-92,25,FB-X-7,17,Male,Yes,74.1,7,NA,,,,,,,,160,160,NA,no,1,1,no
1219,1119,2,9,45,54,54,R,49.3,85.2,NA,NA,2015-06-25,slaughtered,R,31,18,FB-Y-92,25,FB-X-7,17,Male,Yes,49.3,6,NA,,,,,,,,160,160,NA,no,1,1,no
1220,1120,2,9,45,54,54,R,52.7,88.8,NA,NA,2015-06-25,slaughtered,R,31,18,FB-Y-92,25,FB-X-7,17,Female,Yes,52.7,6,NA,,,,,,,,160,160,NA,no,1,1,no
1221,1121,2,9,45,43,43,R,108.1,230.1,NA,NA,2015-06-25,slaughtered,R,31,18,FB-Y-66,19,FB-X-302,16,Male,Yes,108.1,9,NA,,,,,,,,160,160,NA,no,1,1,no
1222,1122,2,9,45,43,43,R,97,131.6,color change,2015-04-29,2015-05-12,yes,R,31,18,FB-Y-66,19,FB-X-302,16,NA,Yes,97,8,color change,,,x,,,,,116,103,13,no,0,0,0
1223,1123,2,9,45,43,43,R,120.2,191.7,NA,NA,2015-06-25,slaughtered,R,31,18,FB-Y-66,19,FB-X-302,16,NA,Yes,120.2,10,NA,,,,,,,,160,160,NA,no,1,1,no
1224,1124,2,9,45,43,43,R,74.9,96.2,NA,NA,2015-06-25,slaughtered,R,31,18,FB-Y-66,19,FB-X-302,16,NA,No,74.9,7,NA,,,,,,,,160,160,NA,no,1,1,no
1225,1125,2,9,45,43,43,R,104,108.5,NA,NA,2015-06-25,slaughtered,R,31,18,FB-Y-66,19,FB-X-302,16,NA,No,104,9,NA,,,,,,,,160,160,NA,no,1,1,no
1226,1126,2,10,46,44,44,D,107.4,124.3,belly up + ascite,2015-03-24,2015-03-26,yes,D,D,10,FB-Y-5,13,FB-X-169,19,NA,Yes,107.4,9,belly up + ascite,,x,,,,,,69,67,2,no,1,0,0
1227,1127,2,10,46,44,44,D,94.6,105.8,NA,NA,2015-06-25,slaughtered,D,D,10,FB-Y-5,13,FB-X-169,19,NA,Yes,94.6,8,NA,,,,,,,,160,160,NA,no,1,no,no
1228,1128,2,10,46,44,44,D,109.2,182.4,ascite+exophthalmia,2015-03-09,2015-06-25,slaughtered,D,D,10,FB-Y-5,13,FB-X-169,19,NA,Yes,109.2,9,ascite+exophthalmia,x,,,,,x,,160,52,108,no,1,0,0
1229,1129,2,10,46,44,44,D,152.7,267.9,NA,NA,2015-06-25,slaughtered,D,D,10,FB-Y-5,13,FB-X-169,19,NA,Yes,152.7,10,NA,,,,,,,,160,160,NA,no,1,no,no
1230,1130,2,10,46,44,44,D,98.7,94.5,woun in head,2015-03-09,2015-03-23,yes,D,D,10,FB-Y-5,13,FB-X-169,19,NA,Yes,98.7,9,woun in head,,,,,,,x,66,52,14,no,1,0,0
1231,1131,2,10,46,59,59,R,123,156.2,NA,NA,2015-06-25,slaughtered,R,44,10,FB-Y-159,6,FB-X-334,5,Female,Yes,123,10,NA,,,,,,,,160,160,NA,no,1,1,no
1232,1132,2,10,46,59,59,R,82.7,75.8,exophthalmia,2015-03-04,2015-03-31,yes,R,44,10,FB-Y-159,6,FB-X-334,5,Female,Yes,82.7,8,exophthalmia,,,,,,x,,74,47,27,no,0,0,0
1233,1133,2,10,46,59,59,R,118.4,111.9,Ascite,2015-03-09,2015-03-11,yes,R,44,10,FB-Y-159,6,FB-X-334,5,Female,Yes,118.4,10,Ascite,x,,,,,,,54,52,2,no,0,0,0
1234,1134,2,10,46,59,59,R,63.4,63.3,color change,2015-03-21,2015-03-23,yes,R,44,10,FB-Y-159,6,FB-X-334,5,Female,Yes,63.4,6,color change,,,x,,,,,66,64,2,no,0,0,0
1235,1135,2,10,46,59,59,R,60.9,49.8,color change,2015-03-08,2015-03-15,yes,R,44,10,FB-Y-159,6,FB-X-334,5,Female,Yes,60.9,6,color change,,,x,,,,,58,51,7,no,0,0,0
1236,1136,2,10,46,55,55,R,104.7,113.5,woun in head,2015-03-09,2015-03-29,yes,R,44,10,FB-Y-35,15,FB-X-232,28,Female,Yes,104.7,9,woun in head,,,,,,,x,72,52,20,no,0,0,0
1237,1137,2,10,46,55,55,R,88.9,62.9,exophthalmia,2015-03-09,2015-03-18,yes,R,44,10,FB-Y-35,15,FB-X-232,28,Female,Yes,88.9,8,exophthalmia,,,,,,x,,61,52,9,no,0,0,0
1238,1138,2,10,46,55,55,R,83.2,86.8,color change,2015-03-02,2015-03-15,yes,R,44,10,FB-Y-35,15,FB-X-232,28,Male,Yes,83.2,8,color change,,,x,,,,,58,45,13,no,0,0,0
1239,1139,2,10,46,55,55,R,133.2,103.2,color change,2015-03-14,2015-03-18,yes,R,44,10,FB-Y-35,15,FB-X-232,28,Male,Yes,133.2,10,color change,,,x,,,,,61,57,4,no,0,0,0
1240,1140,2,10,46,55,55,R,94.9,80.7,color change,2015-02-07,2015-02-15,yes,R,44,10,FB-Y-35,15,FB-X-232,28,Female,Yes,94.9,8,color change,,,x,,,,,30,22,8,no,0,0,0
1241,1141,2,10,46,9,9,R,94.8,126.5,NA,NA,2015-06-25,slaughtered,R,44,10,FB-Y-88,23,FB-X-5,23,Female,Yes,94.8,8,NA,,,,,,,,160,160,NA,no,1,1,no
1242,1142,2,10,46,9,9,R,127.3,128.8,belly up,2015-03-24,2015-03-27,yes,R,44,10,FB-Y-88,23,FB-X-5,23,Female,Yes,127.3,10,belly up,,x,,,,,,70,67,3,no,0,0,0
1243,1143,2,10,46,9,9,R,146,262.6,NA,NA,2015-06-25,slaughtered,R,44,10,FB-Y-88,23,FB-X-5,23,Male,Yes,146,10,NA,,,,,,,,160,160,NA,no,1,1,no
1244,1144,2,10,46,9,9,R,109.4,82.8,color change,2015-03-09,2015-03-18,yes,R,44,10,FB-Y-88,23,FB-X-5,23,Male,Yes,109.4,9,color change,,,x,,,,,61,52,9,no,0,0,0
1245,1145,2,10,46,9,9,R,106.7,133.6,NA,NA,2015-04-12,yes,R,44,10,FB-Y-88,23,FB-X-5,23,Male,Yes,106.7,9,NA,,,,,,,,86,NA,NA,no,0,no,no
1246,1146,2,10,46,58,58,R,68.1,76.4,NA,NA,2015-02-28,yes,R,44,10,FB-Y-58,33,FB-X-279,12,Male,Yes,68.1,7,NA,,,,,,,,43,NA,NA,no,0,no,no
1247,1147,2,10,46,58,58,R,99.4,220.1,NA,NA,2015-06-25,slaughtered,R,44,10,FB-Y-58,33,FB-X-279,12,Male,Yes,99.4,9,NA,,,,,,,,160,160,NA,no,1,1,no
1248,1148,2,10,46,58,58,R,81.8,74.3,exophthalmia,2015-03-02,2015-03-16,yes,R,44,10,FB-Y-58,33,FB-X-279,12,Male,Yes,81.8,7,exophthalmia,,,,,,x,,59,45,14,no,0,0,0
1249,1149,2,10,46,58,58,R,91.1,85,color change,2015-03-03,2015-03-07,yes,R,44,10,FB-Y-58,33,FB-X-279,12,Male,Yes,91.1,8,color change,,,x,,,,,50,46,4,no,0,0,0
1250,1150,2,10,46,58,58,R,57.7,96.6,woun in head,2015-03-09,2015-06-25,slaughtered,R,44,10,FB-Y-58,33,FB-X-279,12,Male,Yes,57.7,6,woun in head,,,,,,,x,160,52,108,no,1,0,1
1251,1151,2,11,47,44,44,D,108.4,112.9,exophthalmia,2015-03-29,2015-04-17,yes,D,D,11,FB-Y-5,13,FB-X-169,19,NA,Yes,108.4,9,exophthalmia,,,,,,x,,91,72,19,no,1,0,0
1252,1152,2,11,47,44,44,D,166.5,179,color change,2015-05-14,2015-05-15,yes,D,D,11,FB-Y-5,13,FB-X-169,19,NA,Yes,166.5,10,color change,,,x,,,,,119,118,1,no,1,0,0
1253,1153,2,11,47,44,44,D,141.2,161.6,color change,2015-04-25,2015-05-14,yes,D,D,11,FB-Y-5,13,FB-X-169,19,NA,Yes,141.2,10,color change,,,x,,,,,118,99,19,no,1,0,0
1254,1154,2,11,47,44,44,D,82.1,62.2,color change,2015-04-19,2015-04-20,yes,D,D,11,FB-Y-5,13,FB-X-169,19,NA,Yes,82.1,8,color change,,,x,,,,,94,93,1,no,1,0,0
1255,1155,2,11,47,44,44,D,79.5,110.2,exophthalmia,2015-04-29,2015-05-14,yes,D,D,11,FB-Y-5,13,FB-X-169,19,NA,Yes,79.5,7,exophthalmia,,,,,,x,,118,103,15,no,1,0,0
1256,1156,2,11,47,56,56,R,73.6,106,erratic swimming,2015-05-13,2015-05-14,yes,R,44,11,FB-Y-7,14,FB-X-169,19,Female,Yes,73.6,7,erratic swimming,,,,,,x,,118,117,1,no,0,0,0
1257,1157,2,11,47,56,56,R,67.6,89.1,color change,2015-05-09,2015-05-14,yes,R,44,11,FB-Y-7,14,FB-X-169,19,Male,Yes,67.6,7,color change,,,x,,,,,118,113,5,no,0,0,0
1258,1158,2,11,47,56,56,R,90,148.8,exophthalmia,2015-05-13,2015-05-13,yes,R,44,11,FB-Y-7,14,FB-X-169,19,Male,Yes,90,8,exophthalmia,,,,,,x,,117,117,0,no,0,0,0
1259,1159,2,11,47,56,56,R,111.1,114.8,color change,2015-05-06,2015-05-12,yes,R,44,11,FB-Y-7,14,FB-X-169,19,Female,Yes,111.1,9,color change,,,x,,,,,116,110,6,no,0,0,0
1260,1160,2,11,47,56,56,R,82.5,74.4,color change,2015-05-02,2015-05-15,yes,R,44,11,FB-Y-7,14,FB-X-169,19,Female,Yes,82.5,8,color change,,,x,,,,,119,106,13,no,0,0,0
1261,1161,2,11,47,42,42,R,86.7,108.6,color change,2015-05-14,2015-05-15,yes,R,44,11,FB-Y-66,19,FB-X-189,20,Male,Yes,86.7,8,color change,,,x,,,,,119,118,1,no,0,0,0
1262,1162,2,11,47,42,42,R,82.9,125.5,color change,2015-04-29,2015-05-12,yes,R,44,11,FB-Y-66,19,FB-X-189,20,Male,Yes,82.9,8,color change,,,x,,,,,116,103,13,no,0,0,0
1263,1163,2,11,47,42,42,R,80,105.2,color change,2015-05-13,2015-05-21,yes,R,44,11,FB-Y-66,19,FB-X-189,20,Male,Yes,80,7,color change,,,x,,,,,125,117,8,no,0,0,0
1264,1164,2,11,47,42,42,R,65.4,86.1,erratic swimming,2015-05-13,2015-05-13,yes,R,44,11,FB-Y-66,19,FB-X-189,20,Male,Yes,65.4,6,erratic swimming,,,,,,x,,117,117,0,no,0,0,0
1265,1165,2,11,47,42,42,R,57.8,44.5,NA,NA,2015-05-12,yes,R,44,11,FB-Y-66,19,FB-X-189,20,Male,Yes,57.8,6,NA,,,,,,,,116,NA,NA,no,0,no,no
1266,1166,2,11,47,60,60,R,84,108.5,color change,2015-05-09,2015-05-15,yes,R,44,11,FB-Y-112,28,FB-X-188,27,Male,Yes,84,8,color change,,,x,,,,,119,113,6,no,0,0,0
1267,1167,2,11,47,60,60,R,59.5,52.2,NA,NA,2015-05-13,yes,R,44,11,FB-Y-112,28,FB-X-188,27,NA,No,59.5,6,NA,,,,,,,,117,NA,NA,no,0,no,no
1268,1168,2,11,47,60,60,R,47.3,58.4,color change,2015-05-06,2015-05-11,yes,R,44,11,FB-Y-112,28,FB-X-188,27,Male,Yes,47.3,5,color change,,,x,,,,,115,110,5,no,0,0,0
1269,1169,2,11,47,60,60,R,68.5,56,erratic swimming,2015-05-13,2015-05-13,yes,R,44,11,FB-Y-112,28,FB-X-188,27,Male,Yes,68.5,7,erratic swimming,,,,,,x,,117,117,0,no,0,0,0
1270,1170,2,11,47,60,60,R,78.5,82.2,NA,NA,2015-06-25,slaughtered,R,44,11,FB-Y-112,28,FB-X-188,27,Female,Yes,78.5,7,NA,,,,,,,,160,160,NA,no,1,1,no
1271,1171,2,11,47,53,53,R,51.6,102.6,NA,NA,2015-06-25,slaughtered,R,44,11,FB-Y-100,34,FB-X-279,12,Male,Yes,51.6,6,NA,,,,,,,,160,160,NA,no,1,1,no
1272,1172,2,11,47,53,53,R,49.7,60.2,NA,NA,2015-05-18,yes,R,44,11,FB-Y-100,34,FB-X-279,12,Male,Yes,49.7,6,NA,,,,,,,,122,NA,NA,no,0,no,no
1273,1173,2,11,47,53,53,R,68.1,100.3,NA,NA,2015-05-14,yes,R,44,11,FB-Y-100,34,FB-X-279,12,Male,Yes,68.1,7,NA,,,,,,,,118,NA,NA,no,0,no,no
1274,1174,2,11,47,53,53,R,78.3,143.9,NA,NA,2015-06-25,yes,R,44,11,FB-Y-100,34,FB-X-279,12,Male,Yes,78.3,7,NA,,,,,,,,160,NA,NA,no,0,no,no
1275,1175,2,11,47,53,53,R,97.9,97.3,NA,NA,2015-05-13,yes,R,44,11,FB-Y-100,34,FB-X-279,12,Male,Yes,97.9,9,NA,,,,,,,,117,NA,NA,yes,no,no,no
1276,1176,2,12,48,44,44,D,167,194.1,exopthalmia,2015-05-28,2015-06-05,yes,D,D,12,FB-Y-5,13,FB-X-169,19,NA,Yes,167,10,exopthalmia,,,,,,x,,140,132,8,no,1,0,0
1277,1177,2,12,48,44,44,D,168.9,159.4,color change,2015-05-10,2015-05-12,yes,D,D,12,FB-Y-5,13,FB-X-169,19,NA,Yes,168.9,10,color change,,,x,,,,,116,114,2,no,1,0,0
1278,1178,2,12,48,44,44,D,99.6,88.7,color change,2015-02-23,2015-03-03,yes,D,D,12,FB-Y-5,13,FB-X-169,19,NA,Yes,99.6,9,color change,,,x,,,,,46,38,8,no,1,0,0
1279,1179,2,12,48,44,44,D,147.9,147.1,color change,2015-04-02,2015-04-08,yes,D,D,12,FB-Y-5,13,FB-X-169,19,NA,Yes,147.9,10,color change,,,x,,,,,82,76,6,no,1,0,0
1280,1180,2,12,48,44,44,D,156.6,152.6,NA,NA,2015-05-20,yes,D,D,12,FB-Y-5,13,FB-X-169,19,NA,Yes,156.6,10,NA,,,,,,,,124,NA,NA,no,1,no,no
1281,1181,2,12,48,47,47,R,124,164.3,NA,NA,2015-06-25,slaughtered,R,44,12,FB-Y-131,30,FB-X-232,28,Male,Yes,124,10,NA,,,,,,,,160,160,NA,no,1,1,no
1282,1182,2,12,48,47,47,R,81.6,67.3,color change,2015-05-13,2015-05-20,yes,R,44,12,FB-Y-131,30,FB-X-232,28,Male,Yes,81.6,7,color change,,,x,,,,,124,117,7,no,0,0,0
1283,1183,2,12,48,47,47,R,105.9,116,color change,2015-05-11,2015-05-12,yes,R,44,12,FB-Y-131,30,FB-X-232,28,Male,Yes,105.9,9,color change,,,x,,,,,116,115,1,no,0,0,0
1284,1184,2,12,48,47,47,R,61.8,67.5,color change,2015-05-05,2015-05-12,yes,R,44,12,FB-Y-131,30,FB-X-232,28,Male,Yes,61.8,6,color change,,,x,,,,,116,109,7,no,0,0,0
1285,1185,2,12,48,47,47,R,69.2,57.7,color change,2015-05-03,2015-05-10,yes,R,44,12,FB-Y-131,30,FB-X-232,28,Male,Yes,69.2,7,color change,,,x,,,,,114,107,7,no,0,0,0
1286,1186,2,12,48,56,56,R,47.4,85.3,NA,NA,2015-05-14,yes,R,44,12,FB-Y-7,14,FB-X-169,19,Male,Yes,47.4,5,NA,,,,,,,,118,NA,NA,no,0,no,no
1287,1187,2,12,48,56,56,R,73,87.8,color change,2015-05-14,2015-05-19,yes,R,44,12,FB-Y-7,14,FB-X-169,19,Male,Yes,73,7,color change,,,x,,,,,123,118,5,no,0,0,0
1288,1188,2,12,48,56,56,R,50.1,57.1,color change,2015-05-09,2015-05-15,yes,R,44,12,FB-Y-7,14,FB-X-169,19,Male,Yes,50.1,6,color change,,,x,,,,,119,113,6,no,0,0,0
1289,1189,2,12,48,56,56,R,65,57.9,opercular depigmentation ,2015-03-13,2015-03-18,yes,R,44,12,FB-Y-7,14,FB-X-169,19,Male,Yes,65,6,opercular depigmentation ,,,,,x,,,61,160,5,no,0,0,0
1290,1190,2,12,48,56,56,R,119.5,118.2,NA,NA,2015-03-11,yes,R,44,12,FB-Y-7,14,FB-X-169,19,NA,Yes,119.5,10,NA,,,,,,,,54,NA,NA,no,0,no,no
1291,1191,2,12,48,54,54,R,56.1,90.2,color change,2015-05-19,2015-05-24,yes,R,44,12,FB-Y-92,25,FB-X-7,17,Male,Yes,56.1,6,color change,,,x,,,,,128,123,5,no,0,0,0
1292,1192,2,12,48,54,54,R,55.5,88.3,color change,2015-05-11,2015-05-16,yes,R,44,12,FB-Y-92,25,FB-X-7,17,Female,Yes,55.5,6,color change,,,x,,,,,120,115,5,no,0,0,0
1293,1193,2,12,48,54,54,R,38.1,40,color change,2015-05-01,2015-05-07,yes,R,44,12,FB-Y-92,25,FB-X-7,17,NA,Yes,38.1,4,color change,,,x,,,,,111,105,6,no,0,0,0
1294,1194,2,12,48,54,54,R,42.2,67.4,color change,2015-05-03,2015-05-11,yes,R,44,12,FB-Y-92,25,FB-X-7,17,Male,Yes,42.2,5,color change,,,x,,,,,115,107,8,no,0,0,0
1295,1195,2,12,48,54,54,R,41.3,54.4,color change,2015-04-30,2015-05-13,yes,R,44,12,FB-Y-92,25,FB-X-7,17,Male,Yes,41.3,5,color change,,,x,,,,,117,104,13,no,0,0,0
